RunID,LineID,RunTimestamp,ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
2617,1,2025-10-16 08:00:00,392.0,13633.9,99.71,5.0,2.2192,81.06,9.0,2.72,3.57,0.037,80.52,9,2423.31,0.3667,3.13,434.34,No Defect
2618,2,2025-10-16 14:00:00,399.0,7421.87,91.08,3.0,0.9124,80.65,5.0,4.5,3.45,0.0518,81.28,2,2751.33,0.1094,7.06,116.23,No Defect
2619,3,2025-10-16 20:00:00,839.0,12076.1,98.62,0.0,1.0052,94.93,2.0,3.91,6.42,0.0012,95.51,4,3685.19,0.2584,8.47,376.58,Defect
2620,4,2025-10-17 02:00:00,882.0,13302.08,80.11,2.0,3.7703,68.22,16.0,0.22,9.24,0.0574,95.14,1,4869.09,0.4971,9.81,431.45,Defect
2621,5,2025-10-17 08:00:00,142.0,13554.3,94.96,2.0,4.7495,61.63,9.0,3.47,8.31,0.0893,87.64,3,4563.17,0.3549,2.19,358.57,Defect
2622,6,2025-10-17 14:00:00,442.0,8151.61,98.06,1.0,3.2484,86.89,23.0,2.52,9.24,0.0218,83.06,1,3668.21,0.2337,2.4,176.8,Defect
2623,1,2025-10-17 20:00:00,425.0,16134.07,82.79,0.0,3.7213,73.81,11.0,2.38,6.66,0.0927,89.96,2,4426.89,0.2,1.38,213.99,Defect
2624,2,2025-10-18 02:00:00,913.0,5377.99,81.92,5.0,3.9289,60.7,0.0,3.46,5.28,0.0098,86.64,4,1340.82,0.1838,3.34,305.96,Defect
2625,3,2025-10-18 08:00:00,597.0,10322.48,88.49,0.0,1.6827,70.05,17.0,0.98,7.84,0.0825,87.48,8,2508.51,0.2607,8.39,231.78,Defect
2626,4,2025-10-18 14:00:00,463.0,16703.19,98.67,4.0,0.7035,72.37,18.0,4.91,4.09,0.084,85.22,2,1052.37,0.1773,2.78,101.97,Defect
2627,5,2025-10-18 20:00:00,990.0,13458.39,90.85,2.0,0.5084,84.67,21.0,3.23,2.62,0.0258,81.26,9,1709.89,0.1541,5.93,116.27,Defect
2628,6,2025-10-19 02:00:00,526.0,8917.44,90.55,5.0,2.0779,66.9,19.0,1.83,4.76,0.0958,95.82,5,3521.97,0.2456,5.02,407.11,Defect
2629,1,2025-10-19 08:00:00,120.0,15424.3,82.82,2.0,1.5866,76.52,3.0,3.0,4.39,0.0417,92.36,3,4542.25,0.3428,3.93,133.48,No Defect
2630,2,2025-10-19 14:00:00,506.0,13510.86,80.02,0.0,0.7804,79.3,14.0,1.08,7.4,0.0141,96.69,3,3531.12,0.1586,6.57,471.21,Defect
2631,3,2025-10-19 20:00:00,718.0,16943.65,96.2,5.0,1.3079,78.37,8.0,3.17,6.41,0.0592,90.06,9,3656.55,0.1177,5.52,277.09,No Defect
2632,4,2025-10-20 02:00:00,435.0,16025.38,81.75,1.0,1.0602,98.96,5.0,0.14,3.11,0.0997,99.7,9,1415.29,0.1139,4.01,403.27,No Defect
2633,5,2025-10-20 08:00:00,914.0,14151.62,92.68,0.0,4.617,61.82,11.0,1.71,9.27,0.0899,99.25,4,3659.44,0.207,7.2,150.2,Defect
2634,6,2025-10-20 14:00:00,216.0,12322.67,98.29,1.0,1.1312,98.04,17.0,3.74,6.75,0.0279,85.44,6,2817.39,0.1761,3.52,470.6,Defect
2635,1,2025-10-20 20:00:00,223.0,6997.73,84.17,5.0,2.9194,83.28,22.0,4.04,5.66,0.0577,87.74,3,3605.76,0.3157,6.79,113.52,Defect
2636,2,2025-10-21 02:00:00,498.0,8920.0,93.31,2.0,3.169,91.83,14.0,1.26,9.5,0.0115,95.05,7,2304.69,0.2823,9.62,116.85,Defect
2637,3,2025-10-21 08:00:00,892.0,11286.49,81.57,4.0,2.9457,77.22,18.0,2.7,2.78,0.0462,95.53,8,3325.94,0.2299,7.56,121.83,Defect
2638,4,2025-10-21 14:00:00,903.0,13989.49,92.08,3.0,0.9458,78.15,8.0,2.64,8.32,0.0523,98.21,8,2696.28,0.4334,4.77,141.36,Defect
2639,5,2025-10-21 20:00:00,814.0,12705.62,83.28,2.0,1.9346,95.17,21.0,2.11,4.92,0.0315,93.05,8,3234.55,0.302,7.73,294.73,Defect
2640,6,2025-10-22 02:00:00,150.0,9322.77,94.72,1.0,0.7307,95.84,23.0,1.14,7.56,0.0484,89.5,1,1588.36,0.1366,8.28,415.31,Defect
2641,1,2025-10-22 08:00:00,882.0,5096.97,86.02,0.0,2.2805,69.55,12.0,3.52,9.45,0.092,87.55,2,2583.3,0.2183,3.93,213.98,Defect
2642,2,2025-10-22 14:00:00,423.0,12443.59,89.27,5.0,1.3487,67.97,15.0,1.26,6.14,0.05,88.38,4,2497.11,0.4893,7.35,398.31,Defect
2643,3,2025-10-22 20:00:00,888.0,9284.39,91.99,2.0,3.0273,79.85,12.0,4.56,2.18,0.0831,97.01,0,3945.58,0.4908,4.91,409.62,Defect
2644,4,2025-10-23 02:00:00,240.0,16019.12,83.43,4.0,3.6176,96.01,0.0,2.64,2.23,0.0317,99.6,3,3825.64,0.2019,8.37,463.31,Defect
2645,5,2025-10-23 08:00:00,569.0,5359.19,94.83,5.0,2.8945,72.89,17.0,4.35,4.64,0.0971,81.04,4,4635.43,0.1669,3.66,159.74,Defect
2646,6,2025-10-23 14:00:00,886.0,13772.42,86.05,1.0,2.4541,86.08,21.0,1.45,8.25,0.0093,91.6,8,3528.22,0.2983,9.44,154.21,Defect
2647,1,2025-10-23 20:00:00,901.0,19122.11,93.25,5.0,2.243,88.33,2.0,4.04,4.31,0.0586,90.4,7,2258.19,0.2926,6.17,148.84,Defect
2648,2,2025-10-24 02:00:00,433.0,7616.14,83.17,5.0,4.2876,91.15,16.0,0.57,4.68,0.079,87.52,0,4132.9,0.2641,4.18,243.72,Defect
2649,3,2025-10-24 08:00:00,992.0,12074.74,93.76,0.0,1.4872,82.56,21.0,3.83,8.28,0.0814,97.03,2,2987.99,0.3117,4.77,295.77,Defect
2650,4,2025-10-24 14:00:00,472.0,6371.33,82.56,3.0,3.804,76.1,4.0,1.93,2.93,0.0198,91.51,2,1773.97,0.1929,4.13,284.64,Defect
2651,5,2025-10-24 20:00:00,663.0,14385.23,88.51,1.0,3.9087,98.68,5.0,2.35,8.77,0.0402,86.26,5,3989.65,0.146,2.32,202.82,Defect
2652,6,2025-10-25 02:00:00,593.0,13257.98,84.94,0.0,2.3864,84.45,20.0,0.83,4.13,0.0624,88.88,3,1530.13,0.3282,1.62,348.79,Defect
2653,1,2025-10-25 08:00:00,638.0,11110.48,94.97,3.0,1.8379,89.14,16.0,0.09,2.41,0.0316,87.14,3,1712.61,0.473,3.9,235.31,Defect
2654,2,2025-10-25 14:00:00,768.0,12820.66,85.24,0.0,2.6174,73.8,16.0,3.33,2.94,0.0658,88.6,0,4035.02,0.1551,5.13,246.43,Defect
2655,3,2025-10-25 20:00:00,850.0,18448.62,97.63,3.0,0.9195,86.8,0.0,2.94,9.62,0.0379,81.43,9,4080.58,0.3819,4.26,142.21,Defect
2656,4,2025-10-26 02:00:00,255.0,7944.41,97.84,3.0,0.7067,70.31,6.0,3.11,5.61,0.0351,82.24,3,4163.13,0.2752,1.13,336.89,Defect
2657,5,2025-10-26 08:00:00,390.0,5338.47,83.93,3.0,1.0022,69.8,21.0,1.28,4.05,0.0108,92.47,0,2173.3,0.2176,6.21,362.11,Defect
2658,6,2025-10-26 14:00:00,747.0,17924.97,92.28,0.0,1.3422,88.59,15.0,1.2,6.17,0.0039,93.68,4,4466.35,0.4412,2.3,403.18,Defect
2659,1,2025-10-26 20:00:00,243.0,13656.76,81.75,5.0,2.7688,80.86,4.0,4.15,7.46,0.0835,92.73,2,3890.67,0.2826,2.9,461.6,No Defect
2660,2,2025-10-27 02:00:00,205.0,18359.88,87.83,3.0,4.3211,87.33,15.0,3.81,4.55,0.049,95.26,9,4335.87,0.3333,2.09,406.4,Defect
2661,3,2025-10-27 08:00:00,519.0,13954.18,94.27,5.0,1.5604,70.78,3.0,1.68,7.8,0.0563,98.87,4,3834.42,0.2772,5.68,194.3,Defect
2662,4,2025-10-27 14:00:00,769.0,17152.42,93.19,1.0,4.7082,83.95,10.0,3.19,4.02,0.0372,97.21,2,3318.39,0.1325,1.86,194.26,Defect
2663,5,2025-10-27 20:00:00,757.0,11445.1,92.49,4.0,4.7971,77.76,13.0,4.14,2.9,0.0137,88.37,4,1437.58,0.338,3.31,466.03,Defect
2664,6,2025-10-28 02:00:00,101.0,16247.9,85.65,5.0,4.8151,83.88,12.0,4.44,6.4,0.045,84.35,3,3843.74,0.2675,5.07,416.05,Defect
2665,1,2025-10-28 08:00:00,688.0,18695.62,87.56,4.0,4.269,71.64,23.0,0.03,3.21,0.0229,86.24,8,3761.84,0.1347,2.51,412.9,Defect
2666,2,2025-10-28 14:00:00,743.0,13581.84,82.06,3.0,2.1372,88.62,7.0,4.07,9.52,0.0838,91.75,5,2249.96,0.3383,5.02,387.89,No Defect
2667,3,2025-10-28 20:00:00,189.0,7711.78,94.38,4.0,0.8271,92.24,20.0,1.75,2.0,0.0987,97.12,9,3943.28,0.1039,4.08,206.88,Defect
2668,4,2025-10-29 02:00:00,444.0,9031.96,90.08,4.0,3.0597,70.4,19.0,3.59,8.05,0.0889,94.03,1,3201.82,0.1834,8.75,438.96,Defect
2669,5,2025-10-29 08:00:00,449.0,7979.67,94.18,3.0,3.0141,72.02,14.0,1.86,4.24,0.0528,90.86,0,3237.62,0.4124,8.15,157.15,Defect
2670,6,2025-10-29 14:00:00,558.0,8702.86,84.98,5.0,4.3249,86.45,17.0,3.03,8.77,0.0628,92.04,0,2470.42,0.1152,9.94,240.01,Defect
2671,1,2025-10-29 20:00:00,362.0,9596.23,86.49,3.0,4.982,87.82,6.0,3.23,2.48,0.0948,90.57,0,1467.14,0.3587,5.76,238.59,Defect
2672,2,2025-10-30 02:00:00,450.0,13327.01,86.68,1.0,2.7867,88.16,20.0,2.02,9.62,0.0539,99.43,8,1867.71,0.4799,6.18,324.05,Defect
2673,3,2025-10-30 08:00:00,207.0,13819.87,80.51,2.0,2.0534,87.31,18.0,2.56,2.81,0.0639,96.32,4,4075.33,0.1685,9.52,285.38,Defect
2674,4,2025-10-30 14:00:00,685.0,11397.5,86.82,0.0,1.3366,75.71,8.0,3.63,8.3,0.0629,95.63,3,2085.77,0.2668,4.6,283.92,No Defect
2675,5,2025-10-30 20:00:00,138.0,14231.31,96.07,3.0,0.5216,75.79,10.0,2.38,6.14,0.0708,90.35,9,1009.01,0.3302,6.0,321.43,No Defect
2676,6,2025-10-31 02:00:00,258.0,6223.62,97.95,3.0,2.791,70.19,9.0,0.07,5.44,0.064,86.64,4,4988.07,0.2802,4.41,266.17,Defect
2677,1,2025-10-31 08:00:00,682.0,6316.82,90.36,4.0,2.9998,66.27,13.0,0.06,4.24,0.0671,80.39,8,1842.73,0.3482,5.91,199.99,Defect
2678,2,2025-10-31 14:00:00,411.0,7577.44,89.11,1.0,4.2122,87.7,15.0,3.31,8.73,0.0726,80.87,2,3621.53,0.2616,1.73,365.65,Defect
2679,3,2025-10-31 20:00:00,340.0,12771.16,80.62,4.0,2.7706,63.73,7.0,4.24,3.6,0.0809,80.6,2,4707.69,0.1594,8.05,416.25,Defect
2680,4,2025-11-01 02:00:00,544.0,8209.92,97.58,5.0,4.6241,97.51,0.0,3.93,7.77,0.0403,99.61,1,3398.85,0.1356,9.87,291.6,Defect
2681,5,2025-11-01 08:00:00,397.0,9249.27,80.26,3.0,3.3264,93.07,11.0,1.55,5.57,0.0746,82.29,7,4196.12,0.3978,1.59,359.79,Defect
2682,6,2025-11-01 14:00:00,135.0,11004.69,98.9,3.0,4.2815,94.3,2.0,2.36,9.99,0.01,82.84,6,4905.49,0.1954,8.21,314.15,Defect
2683,1,2025-11-01 20:00:00,183.0,17177.99,89.78,4.0,1.1674,96.27,1.0,1.17,6.89,0.0876,89.68,1,4441.45,0.439,3.18,123.6,No Defect
2684,2,2025-11-02 02:00:00,551.0,5207.93,86.84,3.0,4.349,76.34,15.0,4.95,2.83,0.029,89.63,3,3231.62,0.3972,2.78,269.23,Defect
2685,3,2025-11-02 08:00:00,985.0,14740.68,98.48,5.0,3.5381,93.87,3.0,1.3,5.36,0.0403,98.4,6,2454.81,0.1198,7.24,103.94,Defect
2686,4,2025-11-02 14:00:00,874.0,15033.15,80.49,2.0,1.266,66.32,1.0,2.08,2.53,0.0804,81.47,0,2929.86,0.1805,1.4,364.75,Defect
2687,5,2025-11-02 20:00:00,921.0,16979.84,91.63,0.0,1.3539,60.87,11.0,3.41,4.29,0.0637,99.14,0,4367.3,0.2168,5.17,303.26,Defect
2688,6,2025-11-03 02:00:00,484.0,18991.29,90.98,0.0,4.6693,91.4,23.0,4.38,4.75,0.0309,84.33,7,4413.42,0.3378,1.01,150.73,Defect
2689,1,2025-11-03 08:00:00,271.0,5302.07,84.39,0.0,0.645,62.99,16.0,0.26,8.83,0.0225,99.4,5,4383.42,0.4239,5.99,316.88,Defect
2690,2,2025-11-03 14:00:00,475.0,7306.76,88.58,2.0,2.5814,99.54,19.0,1.51,8.7,0.0958,90.83,1,3388.9,0.1241,5.16,459.37,Defect
2691,3,2025-11-03 20:00:00,784.0,18292.57,93.05,3.0,1.9106,86.99,20.0,2.84,2.09,0.0088,93.04,9,2907.82,0.1998,9.24,236.2,Defect
2692,4,2025-11-04 02:00:00,461.0,11877.78,94.54,4.0,3.4928,90.14,9.0,3.09,6.26,0.0004,86.31,9,2245.35,0.2505,7.48,492.95,Defect
2693,5,2025-11-04 08:00:00,658.0,13468.86,80.01,1.0,4.2783,69.83,19.0,0.35,3.79,0.0673,92.24,0,1013.44,0.1734,2.13,483.75,Defect
2694,6,2025-11-04 14:00:00,990.0,14945.41,98.74,3.0,2.1217,86.95,7.0,3.32,4.56,0.0614,94.22,2,4057.94,0.3181,4.19,414.12,Defect
2695,1,2025-11-04 20:00:00,240.0,15186.0,83.29,2.0,2.4211,61.73,17.0,2.64,2.17,0.0738,80.21,3,2107.99,0.2912,9.38,425.52,Defect
2696,2,2025-11-05 02:00:00,986.0,18976.11,84.67,5.0,4.9186,93.51,17.0,4.14,8.0,0.0732,80.68,4,2318.71,0.2266,7.53,264.22,Defect
2697,3,2025-11-05 08:00:00,217.0,19954.24,85.27,2.0,4.0276,66.78,17.0,1.11,9.6,0.0863,99.73,9,4373.92,0.3068,6.35,261.02,Defect
2698,4,2025-11-05 14:00:00,376.0,15802.36,80.76,0.0,4.5374,87.89,1.0,0.98,3.75,0.0922,89.15,2,1209.0,0.2423,6.03,481.76,Defect
2699,5,2025-11-05 20:00:00,825.0,9308.32,82.46,3.0,2.4744,68.98,11.0,3.97,4.73,0.0775,98.72,4,4710.48,0.2373,4.58,246.48,Defect
2700,6,2025-11-06 02:00:00,319.0,18196.29,99.73,0.0,1.5533,62.74,9.0,3.52,3.65,0.0232,94.6,6,1005.45,0.2062,6.27,138.75,Defect
2701,1,2025-11-06 08:00:00,125.0,5738.31,86.3,1.0,2.3534,79.26,7.0,3.96,9.44,0.0463,87.46,8,4756.68,0.3162,7.94,161.08,No Defect
2702,2,2025-11-06 14:00:00,620.0,8466.21,82.31,5.0,3.7224,66.77,18.0,3.91,2.07,0.0642,83.02,4,2819.03,0.2776,2.15,384.16,Defect
2703,3,2025-11-06 20:00:00,882.0,18460.79,82.14,0.0,0.9924,89.18,9.0,0.52,6.67,0.0539,99.56,3,1408.49,0.1785,9.73,253.19,Defect
2704,4,2025-11-07 02:00:00,109.0,8842.87,94.39,1.0,1.7171,69.5,10.0,1.39,8.97,0.0159,91.69,9,3696.65,0.1052,3.15,179.74,Defect
2705,5,2025-11-07 08:00:00,477.0,8309.77,97.09,2.0,0.7099,73.7,13.0,1.3,3.49,0.0589,83.85,8,4583.43,0.1604,5.03,425.51,Defect
2706,6,2025-11-07 14:00:00,732.0,7071.88,85.14,0.0,2.4456,82.7,14.0,4.67,6.72,0.0887,93.63,7,2752.29,0.1171,1.2,295.47,Defect
2707,1,2025-11-07 20:00:00,736.0,17886.68,80.42,0.0,4.2235,71.4,23.0,2.44,2.41,0.0419,81.84,4,3765.43,0.2726,5.95,327.06,Defect
2708,2,2025-11-08 02:00:00,781.0,12500.87,84.46,4.0,0.611,75.12,22.0,0.56,8.52,0.0669,97.36,8,4917.45,0.19,4.44,161.58,Defect
2709,3,2025-11-08 08:00:00,683.0,15123.4,81.13,5.0,3.539,92.62,9.0,1.45,4.2,0.0616,81.8,8,1962.8,0.2682,3.25,177.1,Defect
2710,4,2025-11-08 14:00:00,251.0,8586.0,82.07,5.0,4.6962,67.17,3.0,4.36,9.91,0.0377,84.72,0,4281.8,0.2318,9.87,150.34,Defect
2711,5,2025-11-08 20:00:00,819.0,16370.61,88.63,2.0,1.5662,63.29,6.0,4.24,9.38,0.0565,81.83,5,2180.95,0.3152,4.85,305.82,Defect
2712,6,2025-11-09 02:00:00,148.0,16400.08,84.6,4.0,3.6214,73.13,10.0,4.5,7.86,0.021,82.08,4,2705.35,0.3895,4.73,410.26,Defect
2713,1,2025-11-09 08:00:00,253.0,9688.97,90.32,1.0,4.888,76.98,23.0,1.94,5.97,0.0546,90.48,5,2127.06,0.2917,5.17,392.91,Defect
2714,2,2025-11-09 14:00:00,958.0,11160.24,85.07,1.0,4.8303,81.71,21.0,3.21,8.13,0.0799,93.74,9,2784.05,0.1248,2.05,204.49,Defect
2715,3,2025-11-09 20:00:00,392.0,8145.35,98.81,2.0,1.5572,74.9,21.0,1.39,3.04,0.0759,95.77,2,1020.36,0.107,4.54,440.62,Defect
2716,4,2025-11-10 02:00:00,679.0,19648.42,98.12,5.0,0.9515,91.6,2.0,0.9,4.48,0.0358,93.9,2,2213.76,0.1853,4.03,142.26,No Defect
2717,5,2025-11-10 08:00:00,149.0,14684.04,91.34,1.0,1.1673,61.57,4.0,0.11,2.22,0.0112,87.27,9,2781.18,0.27,5.19,145.62,Defect
2718,6,2025-11-10 14:00:00,763.0,19018.16,87.09,2.0,3.6592,77.27,1.0,1.12,7.16,0.08,91.15,4,3528.96,0.118,8.71,439.72,Defect
2719,1,2025-11-10 20:00:00,630.0,9550.78,87.62,1.0,3.7659,75.29,11.0,3.02,8.44,0.0265,98.55,6,3549.45,0.2311,2.74,197.77,Defect
2720,2,2025-11-11 02:00:00,711.0,16728.36,88.24,3.0,3.5341,85.9,20.0,4.52,9.57,0.0053,87.75,3,3335.14,0.4548,6.47,383.25,Defect
2721,3,2025-11-11 08:00:00,159.0,16487.88,94.55,0.0,2.0124,98.65,4.0,0.67,7.49,0.0445,85.05,5,2172.13,0.136,1.34,103.63,No Defect
2722,4,2025-11-11 14:00:00,266.0,15374.83,89.03,5.0,1.264,80.42,6.0,4.59,7.86,0.0739,90.39,4,4789.62,0.4794,3.85,137.44,No Defect
2723,5,2025-11-11 20:00:00,301.0,19484.58,97.13,3.0,3.1134,99.48,3.0,1.73,9.16,0.0808,85.95,1,2567.88,0.4427,5.25,343.72,Defect
2724,6,2025-11-12 02:00:00,956.0,10903.33,98.88,2.0,2.6766,72.09,10.0,2.13,9.49,0.0982,85.24,0,1867.58,0.4327,1.67,172.97,Defect
2725,1,2025-11-12 08:00:00,245.0,6960.76,86.72,2.0,3.7798,61.23,21.0,1.82,5.93,0.0189,95.58,5,3218.05,0.4455,5.9,111.29,Defect
2726,2,2025-11-12 14:00:00,775.0,15075.63,91.21,3.0,2.4861,66.63,8.0,2.04,2.88,0.0294,97.82,4,3995.71,0.132,3.79,286.78,Defect
2727,3,2025-11-12 20:00:00,538.0,15939.65,81.9,0.0,2.0239,75.8,3.0,1.3,5.73,0.0609,90.05,8,1048.93,0.1605,9.94,232.21,No Defect
2728,4,2025-11-13 02:00:00,341.0,13625.91,84.01,0.0,1.8207,72.65,21.0,3.49,6.45,0.0811,95.6,6,2105.38,0.1537,6.68,420.9,Defect
2729,5,2025-11-13 08:00:00,680.0,8102.27,88.27,4.0,1.4516,63.88,8.0,3.79,7.05,0.0234,83.74,0,4299.91,0.1445,3.2,427.53,Defect
2730,6,2025-11-13 14:00:00,786.0,12566.84,84.12,1.0,1.6959,77.31,11.0,4.12,9.91,0.041,90.95,9,3028.08,0.2311,1.92,345.77,Defect
2731,1,2025-11-13 20:00:00,660.0,9682.85,97.53,4.0,0.9267,73.52,15.0,1.71,9.34,0.0408,92.72,5,2633.95,0.4321,1.37,217.21,Defect
2732,2,2025-11-14 02:00:00,582.0,11412.0,83.17,0.0,2.0609,64.9,0.0,3.82,5.17,0.0773,89.81,6,4723.61,0.2008,1.82,284.65,Defect
2733,3,2025-11-14 08:00:00,207.0,14678.28,89.11,3.0,0.6646,71.84,7.0,3.19,2.91,0.0241,82.34,2,1358.14,0.1977,7.12,380.9,Defect
2734,4,2025-11-14 14:00:00,325.0,16178.22,92.11,1.0,1.3389,95.46,0.0,4.79,3.72,0.0969,94.68,8,3462.28,0.3704,8.69,127.72,No Defect
2735,5,2025-11-14 20:00:00,772.0,8483.37,93.84,3.0,3.8605,72.08,19.0,2.12,3.39,0.051,96.78,1,2368.75,0.1388,2.41,233.0,Defect
2736,6,2025-11-15 02:00:00,730.0,11079.88,87.66,4.0,1.9646,88.56,18.0,4.96,4.85,0.0282,92.7,0,1283.29,0.2441,4.62,428.95,Defect
2737,1,2025-11-15 08:00:00,760.0,9037.42,97.38,2.0,3.5071,84.48,3.0,3.7,9.01,0.0284,83.38,9,1854.98,0.2182,4.19,262.41,Defect
2738,2,2025-11-15 14:00:00,761.0,7979.47,91.37,3.0,3.726,77.09,13.0,3.88,5.5,0.0018,81.49,9,3511.73,0.4389,6.8,349.87,Defect
2739,3,2025-11-15 20:00:00,531.0,16750.81,88.79,4.0,3.1153,69.56,22.0,0.13,6.54,0.0692,86.03,8,1113.11,0.3058,2.64,138.53,Defect
2740,4,2025-11-16 02:00:00,904.0,18638.79,81.34,4.0,4.8141,74.76,13.0,2.49,3.43,0.0776,80.74,6,3369.0,0.3586,9.58,410.82,Defect
2741,5,2025-11-16 08:00:00,754.0,10553.48,89.29,4.0,0.5965,83.68,8.0,2.64,5.94,0.0032,96.78,9,4827.4,0.1516,7.56,140.19,No Defect
2742,6,2025-11-16 14:00:00,518.0,16269.18,96.41,2.0,3.8239,74.03,8.0,0.2,8.99,0.0586,94.06,0,4180.38,0.4716,9.6,444.61,Defect
2743,1,2025-11-16 20:00:00,554.0,18454.93,92.29,2.0,4.8145,68.6,16.0,1.56,8.19,0.0782,91.27,3,2382.39,0.229,3.5,142.64,Defect
2744,2,2025-11-17 02:00:00,259.0,17691.86,96.64,2.0,4.3802,64.66,14.0,4.78,2.65,0.0376,97.79,9,1552.83,0.3827,6.29,456.36,Defect
2745,3,2025-11-17 08:00:00,622.0,7742.2,89.88,1.0,1.2555,95.19,9.0,2.13,8.9,0.0433,82.2,2,2860.26,0.4819,7.59,245.51,No Defect
2746,4,2025-11-17 14:00:00,749.0,19344.38,82.37,2.0,1.9707,77.61,16.0,0.93,4.19,0.0362,94.29,6,2571.8,0.3035,7.4,349.81,Defect
2747,5,2025-11-17 20:00:00,689.0,10650.15,80.27,2.0,1.276,85.01,8.0,2.57,7.33,0.0316,82.93,4,4886.93,0.303,1.19,438.62,No Defect
2748,6,2025-11-18 02:00:00,176.0,10088.61,86.06,2.0,3.2059,79.62,3.0,0.17,3.17,0.0491,81.22,8,4959.47,0.1469,9.98,104.1,Defect
2749,1,2025-11-18 08:00:00,608.0,5936.47,93.96,3.0,3.7048,94.9,13.0,2.58,7.4,0.0166,82.66,2,2642.34,0.2561,9.35,206.28,Defect
2750,2,2025-11-18 14:00:00,540.0,12292.6,95.81,2.0,1.9268,81.88,2.0,2.97,2.29,0.0441,99.02,5,1595.14,0.441,2.08,463.34,No Defect
2751,3,2025-11-18 20:00:00,353.0,6635.2,85.92,1.0,2.9278,79.23,20.0,1.79,6.81,0.0942,88.81,9,4642.44,0.154,5.89,255.27,Defect
2752,4,2025-11-19 02:00:00,869.0,8728.1,89.91,4.0,3.6091,96.98,11.0,3.81,7.17,0.0027,80.98,1,4174.17,0.467,3.83,382.55,Defect
2753,5,2025-11-19 08:00:00,419.0,9754.14,88.42,3.0,2.396,88.79,21.0,0.68,3.96,0.0165,91.67,2,3045.1,0.3669,8.91,156.0,Defect
2754,6,2025-11-19 14:00:00,902.0,17132.39,88.21,0.0,4.3431,64.46,0.0,4.39,9.5,0.0778,83.99,3,2461.42,0.2684,7.28,371.35,Defect
2755,1,2025-11-19 20:00:00,362.0,18132.33,84.63,2.0,3.972,67.11,0.0,4.78,2.37,0.0132,80.14,5,2792.66,0.3186,3.01,129.26,Defect
2756,2,2025-11-20 02:00:00,696.0,9536.99,82.73,4.0,0.791,91.48,12.0,0.01,9.13,0.0271,95.17,0,4607.52,0.1602,1.3,386.93,Defect
2757,3,2025-11-20 08:00:00,757.0,17880.47,83.93,4.0,3.2951,93.43,13.0,4.21,5.06,0.0455,83.1,5,1738.57,0.187,3.63,229.52,Defect
2758,4,2025-11-20 14:00:00,934.0,17858.46,81.11,3.0,1.559,81.81,15.0,2.53,7.71,0.0943,98.85,3,4227.13,0.2146,1.34,286.34,Defect
2759,5,2025-11-20 20:00:00,653.0,16469.76,83.96,0.0,3.0088,82.18,6.0,2.31,7.21,0.0184,91.86,7,1072.76,0.2539,2.27,166.5,Defect
2760,6,2025-11-21 02:00:00,473.0,7200.43,80.18,5.0,4.806,85.28,9.0,1.19,3.35,0.0923,81.74,8,4682.29,0.4662,6.73,351.14,Defect
2761,1,2025-11-21 08:00:00,736.0,15354.84,92.55,1.0,4.4558,77.56,14.0,2.24,4.55,0.0719,84.36,7,3001.19,0.247,7.71,235.03,Defect
2762,2,2025-11-21 14:00:00,266.0,19175.36,86.33,5.0,2.3203,87.21,7.0,4.75,6.24,0.0671,92.22,7,1906.99,0.3095,5.21,253.35,No Defect
2763,3,2025-11-21 20:00:00,852.0,15238.11,99.46,4.0,1.8118,64.34,10.0,1.05,8.77,0.0724,86.76,1,1011.43,0.1648,6.4,360.88,Defect
2764,4,2025-11-22 02:00:00,558.0,9974.25,83.87,5.0,1.5548,98.45,23.0,0.9,9.64,0.0031,90.64,9,3238.19,0.3944,2.4,171.54,Defect
2765,5,2025-11-22 08:00:00,379.0,12508.69,86.92,4.0,2.8963,90.01,13.0,1.21,2.16,0.0099,95.99,1,1977.95,0.3241,3.85,440.8,Defect
2766,6,2025-11-22 14:00:00,799.0,14685.88,87.16,5.0,1.0141,85.25,12.0,2.76,4.82,0.0335,95.85,5,3525.06,0.276,7.42,395.71,Defect
2767,1,2025-11-22 20:00:00,401.0,12658.56,80.17,4.0,2.9717,72.65,22.0,4.65,7.35,0.0074,93.96,4,2124.68,0.4789,4.28,331.09,Defect
2768,2,2025-11-23 02:00:00,630.0,6799.29,96.78,4.0,0.506,66.44,12.0,2.87,6.22,0.0988,97.72,5,1352.1,0.4563,4.14,151.33,Defect
2769,3,2025-11-23 08:00:00,679.0,9680.96,80.64,3.0,1.9573,76.37,8.0,1.22,9.54,0.058,83.99,8,3020.21,0.3638,2.75,374.84,No Defect
2770,4,2025-11-23 14:00:00,317.0,17035.94,98.8,0.0,1.4897,86.46,16.0,2.2,2.14,0.0487,83.54,9,3257.94,0.4687,6.35,107.24,Defect
2771,5,2025-11-23 20:00:00,201.0,17921.27,97.84,4.0,4.8705,85.35,17.0,1.95,5.5,0.0786,95.99,6,2810.36,0.3259,8.29,421.76,Defect
